date,sales,region,state,category,type,caffeination
6/1/2011,628,West,CA,Espresso,Decaf Espresso,Decaf
6/1/2011,95,West,CA,Coffee,Amaretto,Regular
6/1/2011,882,West,CA,Coffee,Columbian,Regular
6/1/2011,167,West,CA,Coffee,Decaf Irish Cream,Decaf
6/1/2011,342,West,NV,Herbal Tea,Chamomile,Decaf
6/1/2011,474,West,NV,Herbal Tea,Lemon,Decaf
6/1/2011,342,West,NV,Herbal Tea,Mint,Decaf
6/1/2011,628,West,NV,Tea,Darjeeling,Regular
6/1/2011,516,West,NV,Tea,Earl Grey,Regular
6/1/2011,37,West,NV,Tea,Green Tea,Regular
6/1/2011,43,West,NV,Espresso,Caffe Latte,Regular
6/1/2011,57,West,NV,Espresso,Caffe Mocha,Regular
6/1/2011,53,West,NV,Espresso,Decaf Espresso,Decaf
6/1/2011,81,West,NV,Coffee,Columbian,Regular
6/1/2011,69,West,NV,Coffee,Decaf Irish Cream,Decaf
6/1/2011,68,West,OR,Herbal Tea,Chamomile,Decaf
6/1/2011,98,West,OR,Herbal Tea,Lemon,Decaf
6/1/2011,44,West,OR,Tea,Darjeeling,Regular
6/1/2011,276,West,OR,Tea,Earl Grey,Regular
6/1/2011,279,West,OR,Tea,Green Tea,Regular
6/1/2011,114,West,OR,Espresso,Caffe Latte,Regular
6/1/2011,117,West,OR,Espresso,Caffe Mocha,Regular
6/1/2011,295,West,OR,Espresso,Decaf Espresso,Decaf
6/1/2011,106,West,OR,Coffee,Amaretto,Regular
6/1/2011,111,West,OR,Coffee,Columbian,Regular
6/1/2011,92,West,OR,Coffee,Decaf Irish Cream,Decaf
6/1/2011,230,West,WA,Herbal Tea,Chamomile,Decaf
6/1/2011,106,West,WA,Herbal Tea,Lemon,Decaf
6/1/2011,124,West,WA,Tea,Darjeeling,Regular
6/1/2011,98,West,WA,Tea,Earl Grey,Regular
6/1/2011,127,West,WA,Tea,Green Tea,Regular
6/1/2011,109,West,WA,Espresso,Caffe Latte,Regular
6/1/2011,132,West,WA,Espresso,Caffe Mocha,Regular
6/1/2011,175,West,WA,Espresso,Decaf Espresso,Decaf
6/1/2011,191,West,WA,Coffee,Columbian,Regular
6/1/2011,262,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/2011,288,Central,CO,Herbal Tea,Chamomile,Decaf
7/1/2011,94,Central,CO,Herbal Tea,Lemon,Decaf
7/1/2011,109,Central,CO,Herbal Tea,Mint,Decaf
7/1/2011,114,Central,CO,Tea,Darjeeling,Regular
7/1/2011,108,Central,CO,Tea,Earl Grey,Regular
7/1/2011,93,Central,CO,Tea,Green Tea,Regular
7/1/2011,254,Central,CO,Coffee,Amaretto,Regular
7/1/2011,197,Central,CO,Coffee,Columbian,Regular
7/1/2011,309,Central,CO,Coffee,Decaf Irish Cream,Decaf
7/1/2011,228,Central,CO,Espresso,Caffe Mocha,Regular
7/1/2011,130,Central,CO,Espresso,Decaf Espresso,Decaf
7/1/2011,254,Central,IL,Herbal Tea,Chamomile,Decaf
7/1/2011,197,Central,IL,Herbal Tea,Lemon,Decaf
7/1/2011,309,Central,IL,Herbal Tea,Mint,Decaf
7/1/2011,228,Central,IL,Tea,Darjeeling,Regular
7/1/2011,130,Central,IL,Tea,Earl Grey,Regular
7/1/2011,562,Central,IL,Coffee,Columbian,Regular
7/1/2011,373,Central,IL,Coffee,Decaf Irish Cream,Decaf
7/1/2011,672,Central,IL,Espresso,Caffe Mocha,Regular
7/1/2011,527,Central,IL,Espresso,Decaf Espresso,Decaf
7/1/2011,672,Central,IA,Herbal Tea,Chamomile,Decaf
7/1/2011,373,Central,IA,Herbal Tea,Lemon,Decaf
7/1/2011,527,Central,IA,Tea,Darjeeling,Regular
7/1/2011,597,Central,IA,Tea,Earl Grey,Regular
7/1/2011,60,Central,IA,Coffee,Amaretto,Regular
7/1/2011,74,Central,IA,Coffee,Columbian,Regular
7/1/2011,54,Central,IA,Coffee,Decaf Irish Cream,Decaf
7/1/2011,49,Central,IA,Espresso,Caffe Mocha,Regular
7/1/2011,43,Central,IA,Espresso,Decaf Espresso,Decaf
7/1/2011,140,Central,MO,Herbal Tea,Chamomile,Decaf
7/1/2011,167,Central,MO,Herbal Tea,Lemon,Decaf
7/1/2011,102,Central,MO,Tea,Darjeeling,Regular
7/1/2011,88,Central,MO,Tea,Earl Grey,Regular
7/1/2011,81,Central,MO,Tea,Green Tea,Regular
7/1/2011,167,Central,MO,Coffee,Columbian,Regular
7/1/2011,131,Central,MO,Coffee,Decaf Irish Cream,Decaf
7/1/2011,86,Central,MO,Espresso,Caffe Mocha,Regular
7/1/2011,95,Central,MO,Espresso,Decaf Espresso,Decaf
7/1/2011,44,Central,OH,Herbal Tea,Chamomile,Decaf
7/1/2011,56,Central,OH,Herbal Tea,Lemon,Decaf
7/1/2011,283,Central,OH,Tea,Darjeeling,Regular
7/1/2011,333,Central,OH,Tea,Earl Grey,Regular
7/1/2011,114,Central,OH,Espresso,Decaf Espresso,Decaf
7/1/2011,109,Central,OH,Coffee,Amaretto,Regular
7/1/2011,84,Central,OH,Coffee,Columbian,Regular
7/1/2011,94,Central,OH,Coffee,Decaf Irish Cream,Decaf
7/1/2011,288,Central,OH,Espresso,Caffe Mocha,Regular
7/1/2011,103,Central,WI,Herbal Tea,Chamomile,Decaf
7/1/2011,143,Central,WI,Herbal Tea,Lemon,Decaf
7/1/2011,89,Central,WI,Tea,Darjeeling,Regular
7/1/2011,112,Central,WI,Tea,Earl Grey,Regular
7/1/2011,114,Central,WI,Espresso,Decaf Espresso,Decaf
7/1/2011,132,Central,WI,Coffee,Amaretto,Regular
7/1/2011,294,Central,WI,Coffee,Columbian,Regular
7/1/2011,225,Central,WI,Coffee,Decaf Irish Cream,Decaf
7/1/2011,187,Central,WI,Espresso,Caffe Mocha,Regular
7/1/2011,167,East,CT,Herbal Tea,Lemon,Decaf
7/1/2011,131,East,CT,Herbal Tea,Mint,Decaf
7/1/2011,86,East,CT,Tea,Darjeeling,Regular
7/1/2011,51,East,CT,Tea,Green Tea,Regular
7/1/2011,112,East,CT,Espresso,Caffe Mocha,Regular
7/1/2011,99,East,CT,Espresso,Decaf Espresso,Decaf
7/1/2011,223,East,CT,Coffee,Columbian,Regular
7/1/2011,114,East,FL,Herbal Tea,Chamomile,Decaf
7/1/2011,132,East,FL,Herbal Tea,Lemon,Decaf
7/1/2011,187,East,FL,Herbal Tea,Mint,Decaf
7/1/2011,109,East,FL,Tea,Darjeeling,Regular
7/1/2011,143,East,FL,Tea,Green Tea,Regular
7/1/2011,294,East,FL,Espresso,Caffe Mocha,Regular
7/1/2011,225,East,FL,Espresso,Decaf Espresso,Decaf
7/1/2011,283,East,FL,Coffee,Columbian,Regular
7/1/2011,333,East,FL,Coffee,Decaf Irish Cream,Decaf
7/1/2011,114,East,MA,Herbal Tea,Lemon,Decaf
7/1/2011,56,East,MA,Tea,Darjeeling,Regular
7/1/2011,44,East,MA,Tea,Green Tea,Regular
7/1/2011,110,East,MA,Espresso,Caffe Mocha,Regular
7/1/2011,288,East,MA,Espresso,Regular Espresso,Regular
7/1/2011,659,East,MA,Coffee,Columbian,Regular
7/1/2011,81,East,NH,Herbal Tea,Lemon,Decaf
7/1/2011,60,East,NH,Tea,Darjeeling,Regular
7/1/2011,43,East,NH,Tea,Green Tea,Regular
7/1/2011,140,East,NH,Espresso,Caffe Mocha,Regular
7/1/2011,88,East,NH,Espresso,Regular Espresso,Regular
7/1/2011,150,East,NH,Coffee,Amaretto,Regular
7/1/2011,159,East,NH,Coffee,Columbian,Regular
7/1/2011,786,East,NY,Herbal Tea,Lemon,Decaf
7/1/2011,196,East,NY,Herbal Tea,Mint,Decaf
7/1/2011,309,East,NY,Tea,Darjeeling,Regular
7/1/2011,254,East,NY,Tea,Earl Grey,Regular
7/1/2011,228,East,NY,Tea,Green Tea,Regular
7/1/2011,76,East,NY,Espresso,Caffe Mocha,Regular
7/1/2011,541,East,NY,Espresso,Regular Espresso,Regular
7/1/2011,904,East,NY,Coffee,Columbian,Regular
7/1/2011,105,South,LA,Herbal Tea,Chamomile,Decaf
7/1/2011,167,South,LA,Herbal Tea,Lemon,Decaf
7/1/2011,98,South,LA,Coffee,Columbian,Regular
7/1/2011,143,South,LA,Coffee,Decaf Irish Cream,Decaf
7/1/2011,112,South,LA,Espresso,Caffe Latte,Regular
7/1/2011,103,South,LA,Espresso,Caffe Mocha,Regular
7/1/2011,89,South,LA,Espresso,Decaf Espresso,Decaf
7/1/2011,60,South,NM,Herbal Tea,Chamomile,Decaf
7/1/2011,74,South,NM,Herbal Tea,Lemon,Decaf
7/1/2011,159,South,NM,Coffee,Columbian,Regular
7/1/2011,167,South,NM,Coffee,Decaf Irish Cream,Decaf
7/1/2011,88,South,NM,Espresso,Caffe Latte,Regular
7/1/2011,140,South,NM,Espresso,Caffe Mocha,Regular
7/1/2011,102,South,NM,Espresso,Decaf Espresso,Decaf
7/1/2011,132,South,OK,Herbal Tea,Chamomile,Decaf
7/1/2011,294,South,OK,Herbal Tea,Lemon,Decaf
7/1/2011,93,South,OK,Coffee,Columbian,Regular
7/1/2011,56,South,OK,Coffee,Decaf Irish Cream,Decaf
7/1/2011,333,South,OK,Espresso,Caffe Latte,Regular
7/1/2011,44,South,OK,Espresso,Caffe Mocha,Regular
7/1/2011,283,South,OK,Espresso,Decaf Espresso,Decaf
7/1/2011,109,South,TX,Herbal Tea,Chamomile,Decaf
7/1/2011,84,South,TX,Herbal Tea,Lemon,Decaf
7/1/2011,562,South,TX,Coffee,Columbian,Regular
7/1/2011,197,South,TX,Coffee,Decaf Irish Cream,Decaf
7/1/2011,130,South,TX,Espresso,Caffe Latte,Regular
7/1/2011,254,South,TX,Espresso,Caffe Mocha,Regular
7/1/2011,228,South,TX,Espresso,Decaf Espresso,Decaf
7/1/2011,102,West,UT,Tea,Earl Grey,Regular
7/1/2011,88,West,UT,Tea,Green Tea,Regular
7/1/2011,150,West,UT,Herbal Tea,Chamomile,Decaf
7/1/2011,159,West,UT,Herbal Tea,Lemon,Decaf
7/1/2011,167,West,UT,Herbal Tea,Mint,Decaf
7/1/2011,140,West,UT,Tea,Darjeeling,Regular
7/1/2011,131,West,UT,Coffee,Amaretto,Regular
7/1/2011,99,West,UT,Coffee,Columbian,Regular
7/1/2011,167,West,UT,Coffee,Decaf Irish Cream,Decaf
7/1/2011,95,West,UT,Espresso,Caffe Latte,Regular
7/1/2011,105,West,UT,Espresso,Caffe Mocha,Regular
7/1/2011,86,West,UT,Espresso,Decaf Espresso,Decaf
7/1/2011,228,West,CA,Tea,Earl Grey,Regular
7/1/2011,130,West,CA,Tea,Green Tea,Regular
7/1/2011,309,West,CA,Herbal Tea,Chamomile,Decaf
7/1/2011,562,West,CA,Herbal Tea,Lemon,Decaf
7/1/2011,197,West,CA,Herbal Tea,Mint,Decaf
7/1/2011,254,West,CA,Tea,Darjeeling,Regular
7/1/2011,86,West,CA,Coffee,Amaretto,Regular
7/1/2011,904,West,CA,Coffee,Columbian,Regular
7/1/2011,200,West,CA,Coffee,Decaf Irish Cream,Decaf
7/1/2011,527,West,CA,Espresso,Caffe Latte,Regular
7/1/2011,384,West,CA,Espresso,Caffe Mocha,Regular
7/1/2011,672,West,CA,Espresso,Decaf Espresso,Decaf
7/1/2011,672,West,NV,Tea,Darjeeling,Regular
7/1/2011,527,West,NV,Tea,Earl Grey,Regular
7/1/2011,27,West,NV,Tea,Green Tea,Regular
7/1/2011,384,West,NV,Herbal Tea,Chamomile,Decaf
7/1/2011,562,West,NV,Herbal Tea,Lemon,Decaf
7/1/2011,373,West,NV,Herbal Tea,Mint,Decaf
7/1/2011,81,West,NV,Coffee,Columbian,Regular
7/1/2011,74,West,NV,Coffee,Decaf Irish Cream,Decaf
7/1/2011,43,West,NV,Espresso,Caffe Latte,Regular
7/1/2011,60,West,NV,Espresso,Caffe Mocha,Regular
7/1/2011,49,West,NV,Espresso,Decaf Espresso,Decaf
7/1/2011,44,West,OR,Tea,Darjeeling,Regular
7/1/2011,283,West,OR,Tea,Earl Grey,Regular
7/1/2011,333,West,OR,Tea,Green Tea,Regular
7/1/2011,73,West,OR,Herbal Tea,Chamomile,Decaf
7/1/2011,93,West,OR,Herbal Tea,Lemon,Decaf
7/1/2011,94,West,OR,Coffee,Amaretto,Regular
7/1/2011,93,West,OR,Coffee,Columbian,Regular
7/1/2011,84,West,OR,Coffee,Decaf Irish Cream,Decaf
7/1/2011,114,West,OR,Espresso,Caffe Latte,Regular
7/1/2011,109,West,OR,Espresso,Caffe Mocha,Regular
7/1/2011,288,West,OR,Espresso,Decaf Espresso,Decaf
7/1/2011,103,West,WA,Tea,Darjeeling,Regular
7/1/2011,89,West,WA,Tea,Earl Grey,Regular
7/1/2011,112,West,WA,Tea,Green Tea,Regular
7/1/2011,223,West,WA,Herbal Tea,Chamomile,Decaf
7/1/2011,98,West,WA,Herbal Tea,Lemon,Decaf
7/1/2011,209,West,WA,Coffee,Columbian,Regular
7/1/2011,294,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/2011,114,West,WA,Espresso,Caffe Latte,Regular
7/1/2011,132,West,WA,Espresso,Caffe Mocha,Regular
7/1/2011,187,West,WA,Espresso,Decaf Espresso,Decaf
8/1/2011,288,Central,CO,Herbal Tea,Chamomile,Decaf
8/1/2011,88,Central,CO,Herbal Tea,Lemon,Decaf
8/1/2011,107,Central,CO,Herbal Tea,Mint,Decaf
8/1/2011,108,Central,CO,Tea,Darjeeling,Regular
8/1/2011,90,Central,CO,Tea,Earl Grey,Regular
8/1/2011,154,Central,CO,Tea,Green Tea,Regular
8/1/2011,298,Central,CO,Coffee,Amaretto,Regular
8/1/2011,119,Central,CO,Coffee,Columbian,Regular
8/1/2011,320,Central,CO,Coffee,Decaf Irish Cream,Decaf
8/1/2011,243,Central,CO,Espresso,Caffe Mocha,Regular
8/1/2011,130,Central,CO,Espresso,Decaf Espresso,Decaf
8/1/2011,298,Central,IL,Herbal Tea,Chamomile,Decaf
8/1/2011,119,Central,IL,Herbal Tea,Lemon,Decaf
8/1/2011,320,Central,IL,Herbal Tea,Mint,Decaf
8/1/2011,243,Central,IL,Tea,Darjeeling,Regular
8/1/2011,130,Central,IL,Tea,Earl Grey,Regular
8/1/2011,463,Central,IL,Coffee,Columbian,Regular
8/1/2011,373,Central,IL,Coffee,Decaf Irish Cream,Decaf
8/1/2011,681,Central,IL,Espresso,Caffe Mocha,Regular
8/1/2011,527,Central,IL,Espresso,Decaf Espresso,Decaf
8/1/2011,681,Central,IA,Herbal Tea,Chamomile,Decaf
8/1/2011,373,Central,IA,Herbal Tea,Lemon,Decaf
8/1/2011,527,Central,IA,Tea,Darjeeling,Regular
8/1/2011,626,Central,IA,Tea,Earl Grey,Regular
8/1/2011,62,Central,IA,Coffee,Amaretto,Regular
8/1/2011,89,Central,IA,Coffee,Columbian,Regular
8/1/2011,32,Central,IA,Coffee,Decaf Irish Cream,Decaf
8/1/2011,57,Central,IA,Espresso,Caffe Mocha,Regular
8/1/2011,43,Central,IA,Espresso,Decaf Espresso,Decaf
8/1/2011,150,Central,MO,Herbal Tea,Chamomile,Decaf
8/1/2011,138,Central,MO,Herbal Tea,Lemon,Decaf
8/1/2011,104,Central,MO,Tea,Darjeeling,Regular
8/1/2011,64,Central,MO,Tea,Earl Grey,Regular
8/1/2011,85,Central,MO,Tea,Green Tea,Regular
8/1/2011,159,Central,MO,Coffee,Columbian,Regular
8/1/2011,109,Central,MO,Coffee,Decaf Irish Cream,Decaf
8/1/2011,82,Central,MO,Espresso,Caffe Mocha,Regular
8/1/2011,79,Central,MO,Espresso,Decaf Espresso,Decaf
8/1/2011,41,Central,OH,Herbal Tea,Chamomile,Decaf
8/1/2011,55,Central,OH,Herbal Tea,Lemon,Decaf
8/1/2011,283,Central,OH,Tea,Darjeeling,Regular
8/1/2011,275,Central,OH,Tea,Earl Grey,Regular
8/1/2011,108,Central,OH,Espresso,Decaf Espresso,Decaf
8/1/2011,107,Central,OH,Coffee,Amaretto,Regular
8/1/2011,84,Central,OH,Coffee,Columbian,Regular
8/1/2011,88,Central,OH,Coffee,Decaf Irish Cream,Decaf
8/1/2011,288,Central,OH,Espresso,Caffe Mocha,Regular
8/1/2011,125,Central,WI,Herbal Tea,Chamomile,Decaf
8/1/2011,153,Central,WI,Herbal Tea,Lemon,Decaf
8/1/2011,89,Central,WI,Tea,Darjeeling,Regular
8/1/2011,104,Central,WI,Tea,Earl Grey,Regular
8/1/2011,68,Central,WI,Espresso,Decaf Espresso,Decaf
8/1/2011,139,Central,WI,Coffee,Amaretto,Regular
8/1/2011,314,Central,WI,Coffee,Columbian,Regular
8/1/2011,229,Central,WI,Coffee,Decaf Irish Cream,Decaf
8/1/2011,224,Central,WI,Espresso,Caffe Mocha,Regular
8/1/2011,159,East,CT,Herbal Tea,Lemon,Decaf
8/1/2011,109,East,CT,Herbal Tea,Mint,Decaf
8/1/2011,82,East,CT,Tea,Darjeeling,Regular
8/1/2011,47,East,CT,Tea,Green Tea,Regular
8/1/2011,104,East,CT,Espresso,Caffe Mocha,Regular
8/1/2011,97,East,CT,Espresso,Decaf Espresso,Decaf
8/1/2011,223,East,CT,Coffee,Columbian,Regular
8/1/2011,68,East,FL,Herbal Tea,Chamomile,Decaf
8/1/2011,139,East,FL,Herbal Tea,Lemon,Decaf
8/1/2011,224,East,FL,Herbal Tea,Mint,Decaf
8/1/2011,113,East,FL,Tea,Darjeeling,Regular
8/1/2011,153,East,FL,Tea,Green Tea,Regular
8/1/2011,314,East,FL,Espresso,Caffe Mocha,Regular
8/1/2011,229,East,FL,Espresso,Decaf Espresso,Decaf
8/1/2011,283,East,FL,Coffee,Columbian,Regular
8/1/2011,275,East,FL,Coffee,Decaf Irish Cream,Decaf
8/1/2011,108,East,MA,Herbal Tea,Lemon,Decaf
8/1/2011,55,East,MA,Tea,Darjeeling,Regular
8/1/2011,41,East,MA,Tea,Green Tea,Regular
8/1/2011,104,East,MA,Espresso,Caffe Mocha,Regular
8/1/2011,288,East,MA,Espresso,Regular Espresso,Regular
8/1/2011,658,East,MA,Coffee,Columbian,Regular
8/1/2011,85,East,NH,Herbal Tea,Lemon,Decaf
8/1/2011,62,East,NH,Tea,Darjeeling,Regular
8/1/2011,43,East,NH,Tea,Green Tea,Regular
8/1/2011,150,East,NH,Espresso,Caffe Mocha,Regular
8/1/2011,64,East,NH,Espresso,Regular Espresso,Regular
8/1/2011,150,East,NH,Coffee,Amaretto,Regular
8/1/2011,159,East,NH,Coffee,Columbian,Regular
8/1/2011,647,East,NY,Herbal Tea,Lemon,Decaf
8/1/2011,123,East,NY,Herbal Tea,Mint,Decaf
8/1/2011,320,East,NY,Tea,Darjeeling,Regular
8/1/2011,298,East,NY,Tea,Earl Grey,Regular
8/1/2011,243,East,NY,Tea,Green Tea,Regular
8/1/2011,77,East,NY,Espresso,Caffe Mocha,Regular
8/1/2011,538,East,NY,Espresso,Regular Espresso,Regular
8/1/2011,902,East,NY,Coffee,Columbian,Regular
8/1/2011,174,South,LA,Herbal Tea,Chamomile,Decaf
8/1/2011,159,South,LA,Herbal Tea,Lemon,Decaf
8/1/2011,117,South,LA,Coffee,Columbian,Regular
8/1/2011,153,South,LA,Coffee,Decaf Irish Cream,Decaf
8/1/2011,104,South,LA,Espresso,Caffe Latte,Regular
8/1/2011,125,South,LA,Espresso,Caffe Mocha,Regular
8/1/2011,89,South,LA,Espresso,Decaf Espresso,Decaf
8/1/2011,62,South,NM,Herbal Tea,Chamomile,Decaf
8/1/2011,89,South,NM,Herbal Tea,Lemon,Decaf
8/1/2011,159,South,NM,Coffee,Columbian,Regular
8/1/2011,138,South,NM,Coffee,Decaf Irish Cream,Decaf
8/1/2011,64,South,NM,Espresso,Caffe Latte,Regular
8/1/2011,150,South,NM,Espresso,Caffe Mocha,Regular
8/1/2011,104,South,NM,Espresso,Decaf Espresso,Decaf
8/1/2011,139,South,OK,Herbal Tea,Chamomile,Decaf
8/1/2011,314,South,OK,Herbal Tea,Lemon,Decaf
8/1/2011,154,South,OK,Coffee,Columbian,Regular
8/1/2011,55,South,OK,Coffee,Decaf Irish Cream,Decaf
8/1/2011,275,South,OK,Espresso,Caffe Latte,Regular
8/1/2011,41,South,OK,Espresso,Caffe Mocha,Regular
8/1/2011,283,South,OK,Espresso,Decaf Espresso,Decaf
8/1/2011,107,South,TX,Herbal Tea,Chamomile,Decaf
8/1/2011,84,South,TX,Herbal Tea,Lemon,Decaf
8/1/2011,672,South,TX,Coffee,Columbian,Regular
8/1/2011,119,South,TX,Coffee,Decaf Irish Cream,Decaf
8/1/2011,130,South,TX,Espresso,Caffe Latte,Regular
8/1/2011,298,South,TX,Espresso,Caffe Mocha,Regular
8/1/2011,243,South,TX,Espresso,Decaf Espresso,Decaf
8/1/2011,150,West,UT,Tea,Darjeeling,Regular
8/1/2011,104,West,UT,Tea,Earl Grey,Regular
8/1/2011,64,West,UT,Tea,Green Tea,Regular
8/1/2011,150,West,UT,Herbal Tea,Chamomile,Decaf
8/1/2011,159,West,UT,Herbal Tea,Lemon,Decaf
8/1/2011,138,West,UT,Herbal Tea,Mint,Decaf
8/1/2011,109,West,UT,Coffee,Amaretto,Regular
8/1/2011,97,West,UT,Coffee,Columbian,Regular
8/1/2011,159,West,UT,Coffee,Decaf Irish Cream,Decaf
8/1/2011,79,West,UT,Espresso,Caffe Latte,Regular
8/1/2011,174,West,UT,Espresso,Caffe Mocha,Regular
8/1/2011,82,West,UT,Espresso,Decaf Espresso,Decaf
8/1/2011,298,West,CA,Tea,Darjeeling,Regular
8/1/2011,243,West,CA,Tea,Earl Grey,Regular
8/1/2011,130,West,CA,Tea,Green Tea,Regular
8/1/2011,320,West,CA,Herbal Tea,Chamomile,Decaf
8/1/2011,672,West,CA,Herbal Tea,Lemon,Decaf
8/1/2011,119,West,CA,Herbal Tea,Mint,Decaf
8/1/2011,86,West,CA,Coffee,Amaretto,Regular
8/1/2011,902,West,CA,Coffee,Columbian,Regular
8/1/2011,165,West,CA,Coffee,Decaf Irish Cream,Decaf
8/1/2011,527,West,CA,Espresso,Caffe Latte,Regular
8/1/2011,408,West,CA,Espresso,Caffe Mocha,Regular
8/1/2011,681,West,CA,Espresso,Decaf Espresso,Decaf
8/1/2011,681,West,NV,Tea,Darjeeling,Regular
8/1/2011,527,West,NV,Tea,Earl Grey,Regular
8/1/2011,21,West,NV,Tea,Green Tea,Regular
8/1/2011,408,West,NV,Herbal Tea,Chamomile,Decaf
8/1/2011,463,West,NV,Herbal Tea,Lemon,Decaf
8/1/2011,373,West,NV,Herbal Tea,Mint,Decaf
8/1/2011,85,West,NV,Coffee,Columbian,Regular
8/1/2011,89,West,NV,Coffee,Decaf Irish Cream,Decaf
8/1/2011,43,West,NV,Espresso,Caffe Latte,Regular
8/1/2011,62,West,NV,Espresso,Caffe Mocha,Regular
8/1/2011,57,West,NV,Espresso,Decaf Espresso,Decaf
8/1/2011,41,West,OR,Tea,Darjeeling,Regular
8/1/2011,283,West,OR,Tea,Earl Grey,Regular
8/1/2011,275,West,OR,Tea,Green Tea,Regular
8/1/2011,61,West,OR,Herbal Tea,Chamomile,Decaf
8/1/2011,154,West,OR,Herbal Tea,Lemon,Decaf
8/1/2011,88,West,OR,Coffee,Amaretto,Regular
8/1/2011,113,West,OR,Coffee,Columbian,Regular
8/1/2011,84,West,OR,Coffee,Decaf Irish Cream,Decaf
8/1/2011,108,West,OR,Espresso,Caffe Latte,Regular
8/1/2011,107,West,OR,Espresso,Caffe Mocha,Regular
8/1/2011,288,West,OR,Espresso,Decaf Espresso,Decaf
8/1/2011,125,West,WA,Tea,Darjeeling,Regular
8/1/2011,89,West,WA,Tea,Earl Grey,Regular
8/1/2011,104,West,WA,Tea,Green Tea,Regular
8/1/2011,223,West,WA,Herbal Tea,Chamomile,Decaf
8/1/2011,117,West,WA,Herbal Tea,Lemon,Decaf
8/1/2011,209,West,WA,Coffee,Columbian,Regular
8/1/2011,314,West,WA,Coffee,Decaf Irish Cream,Decaf
8/1/2011,68,West,WA,Espresso,Caffe Latte,Regular
8/1/2011,139,West,WA,Espresso,Caffe Mocha,Regular
8/1/2011,224,West,WA,Espresso,Decaf Espresso,Decaf
9/1/2011,330,Central,CO,Herbal Tea,Chamomile,Decaf
9/1/2011,134,Central,CO,Herbal Tea,Lemon,Decaf
9/1/2011,133,Central,CO,Herbal Tea,Mint,Decaf
9/1/2011,109,Central,CO,Tea,Darjeeling,Regular
9/1/2011,120,Central,CO,Tea,Earl Grey,Regular
9/1/2011,149,Central,CO,Tea,Green Tea,Regular
9/1/2011,322,Central,CO,Coffee,Amaretto,Regular
9/1/2011,141,Central,CO,Coffee,Columbian,Regular
9/1/2011,261,Central,CO,Coffee,Decaf Irish Cream,Decaf
9/1/2011,212,Central,CO,Espresso,Caffe Mocha,Regular
9/1/2011,160,Central,CO,Espresso,Decaf Espresso,Decaf
9/1/2011,322,Central,IL,Herbal Tea,Chamomile,Decaf
9/1/2011,141,Central,IL,Herbal Tea,Lemon,Decaf
9/1/2011,261,Central,IL,Herbal Tea,Mint,Decaf
9/1/2011,212,Central,IL,Tea,Darjeeling,Regular
9/1/2011,160,Central,IL,Tea,Earl Grey,Regular
9/1/2011,412,Central,IL,Coffee,Columbian,Regular
9/1/2011,318,Central,IL,Coffee,Decaf Irish Cream,Decaf
9/1/2011,628,Central,IL,Espresso,Caffe Mocha,Regular
9/1/2011,531,Central,IL,Espresso,Decaf Espresso,Decaf
9/1/2011,628,Central,IA,Herbal Tea,Chamomile,Decaf
9/1/2011,318,Central,IA,Herbal Tea,Lemon,Decaf
9/1/2011,531,Central,IA,Tea,Darjeeling,Regular
9/1/2011,716,Central,IA,Tea,Earl Grey,Regular
9/1/2011,46,Central,IA,Espresso,Decaf Espresso,Decaf
9/1/2011,51,Central,IA,Coffee,Amaretto,Regular
9/1/2011,77,Central,IA,Coffee,Columbian,Regular
9/1/2011,37,Central,IA,Coffee,Decaf Irish Cream,Decaf
9/1/2011,62,Central,IA,Espresso,Caffe Mocha,Regular
9/1/2011,113,Central,MO,Herbal Tea,Chamomile,Decaf
9/1/2011,123,Central,MO,Herbal Tea,Lemon,Decaf
9/1/2011,97,Central,MO,Tea,Darjeeling,Regular
9/1/2011,58,Central,MO,Tea,Earl Grey,Regular
9/1/2011,97,Central,MO,Tea,Green Tea,Regular
9/1/2011,84,Central,MO,Espresso,Decaf Espresso,Decaf
9/1/2011,160,Central,MO,Coffee,Columbian,Regular
9/1/2011,145,Central,MO,Coffee,Decaf Irish Cream,Decaf
9/1/2011,115,Central,MO,Espresso,Caffe Mocha,Regular
9/1/2011,53,Central,OH,Herbal Tea,Chamomile,Decaf
9/1/2011,77,Central,OH,Herbal Tea,Lemon,Decaf
9/1/2011,265,Central,OH,Tea,Darjeeling,Regular
9/1/2011,245,Central,OH,Tea,Earl Grey,Regular
9/1/2011,109,Central,OH,Espresso,Decaf Espresso,Decaf
9/1/2011,133,Central,OH,Coffee,Amaretto,Regular
9/1/2011,114,Central,OH,Coffee,Columbian,Regular
9/1/2011,134,Central,OH,Coffee,Decaf Irish Cream,Decaf
9/1/2011,330,Central,OH,Espresso,Caffe Mocha,Regular
9/1/2011,161,Central,WI,Herbal Tea,Chamomile,Decaf
9/1/2011,134,Central,WI,Herbal Tea,Lemon,Decaf
9/1/2011,120,Central,WI,Tea,Darjeeling,Regular
9/1/2011,159,Central,WI,Tea,Earl Grey,Regular
9/1/2011,81,Central,WI,Espresso,Decaf Espresso,Decaf
9/1/2011,159,Central,WI,Coffee,Amaretto,Regular
9/1/2011,238,Central,WI,Coffee,Columbian,Regular
9/1/2011,212,Central,WI,Coffee,Decaf Irish Cream,Decaf
